wave,line,enemy_id,amount,spacing,delay_spawn,gate_spawn_id
0,0,3004,2,2,0,0
0,1,3004,2,2.4,0.5,0
0,2,3004,2,2.2,1,0
0,3,3001,10,2,0.8,0
0,0,3007,1,0,2,0
0,1,3007,1,0,1.5,0
0,2,3007,1,0,2,0
0,3,3007,1,0,2,0
0,0,3013,2,2,0.3,0
0,1,3013,2,3,0.5,0
0,2,3013,2,2.3,1,0
0,3,3013,2,2.8,0.8,0
1,0,3010,1,0,0,0
1,1,3010,1,0,0.8,0
1,2,3010,1,0,1,0
1,3,3010,1,0,0.5,0
1,0,3005,1,0,2,0
1,1,3005,1,0,1,0
1,2,3005,1,0,1.6,0
1,3,3005,1,0,2.5,0
1,0,3005,1,0,2.8,0
1,2,3005,1,0,3,0
1,0,3011,1,0,8,0
1,1,3012,1,0,9.5,0
1,2,3011,1,0,6.8,0
1,3,3011,1,0,10,0
1,0,3012,1,0,4.6,0
1,1,3012,1,0,5.3,0
1,2,3011,1,0,3.5,0
1,3,3012,1,0,4,0
2,3,3009,1,0,0,0
2,0,3001,5,2.5,0,0
2,1,3001,5,2,0,0
2,2,3001,5,2.3,0,0
2,3,3001,5,2.4,0,0
2,0,3006,1,0,8,0
2,2,3006,1,0,8,0
2,0,3004,5,2.8,1.5,0
2,1,3004,5,2.5,9,0
2,2,3004,5,2.3,1,0
2,3,3004,5,2.6,9.5,0
2,0,3007,1,0,2.2,0
2,2,3007,1,0,2.3,0
3,0,3005,2,2,2.5,0
3,1,3005,2,3,1.8,0
3,2,3005,2,2.3,3.2,0
3,3,3005,2,2.7,0,0
3,0,3011,5,3,6.8,0
3,1,3011,5,2.2,7,0
3,2,3011,5,2.6,8,0
3,3,3011,5,3.5,7.5,0
3,0,3012,1,0,3.2,0
3,1,3012,1,0,2.5,0
3,2,3012,1,0,1,0
3,3,3012,1,0,2.8,0
3,0,3012,1,0,3,0
3,1,3012,2,3.2,4,0
3,2,3012,1,0,2.8,0
3,3,3012,2,3.8,0.9,0
4,0,3010,1,0,0,0
4,1,3010,1,0,0,0
4,0,3013,5,2.8,1.5,0
4,1,3013,8,2.6,0,0
4,2,3010,1,0,3,0
4,0,3013,8,2.3,5,0
4,1,3013,5,2.5,4.3,0
4,3,3010,1,0,4,0
4,0,3013,2,2,4.3,0
4,1,3013,2,2.2,3.5,0
4,0,3013,1,0,2.5,0
4,1,3013,2,1.6,3.2,0
4,2,3013,2,2,3,0
4,3,3013,1,0,2.1,0
4,0,3013,1,0,1.6,0
4,1,3013,2,1.9,2,0
4,2,3013,1,0,2.3,0
4,3,3013,3,2,0.9,0
4,0,3013,1,0,1,0
4,1,3013,1,0,1.8,0
4,2,3013,2,1.5,1.6,0
4,3,3013,1,0,1.5,0
4,0,3014,5,2.3,1,0
4,1,3014,5,1.5,0.8,0
4,2,3014,5,1.8,0.5,0
4,3,3014,5,2,0.6,0
5,0,3006,1,0,0.5,0
