wave,line,enemy_id,amount,spacing,delay_spawn,gate_spawn_id
0,0,3001,1,0,1,0
0,1,3001,1,0,0.5,0
0,2,3001,1,0,0,0
0,3,3001,1,0,0.8,0
0,0,3004,1,0,3,0
0,1,3001,1,0,2,0
0,2,3001,1,0,2.5,0
0,3,3001,1,0,1,0
0,0,3001,1,0,1.5,0
0,1,3001,1,0,2.3,0
0,2,3001,1,0,1.2,0
0,3,3004,1,0,3,0
0,4,3010,1,0,15,1
0,5,3010,1,0,19,1
1,2,3004,2,2.5,5,0
1,3,3004,1,0,3.5,0
1,2,3004,2,2.2,8,0
1,4,3010,1,0,15,1
1,5,3010,1,0,23,1
1,0,3003,5,1.3,0,0
1,1,3003,5,1.6,1,0
1,0,3003,5,1.5,1.5,0
1,1,3003,5,1.2,1.2,0
2,2,3001,2,2.3,0,0
2,3,3001,1,0,2,0
2,4,3001,2,2.5,1,1
2,5,3001,3,3.2,2.8,1
2,2,3001,1,0,0.5,0
2,3,3001,1,0,0.8,0
2,4,3001,1,0,1,1
2,5,3001,1,0,1.3,1
2,2,3001,1,0,0.5,0
2,3,3001,2,1.8,3,0
2,4,3001,1,0,1.6,1
2,5,3001,1,0,2,1
2,2,3001,2,2,2.6,0
2,3,3001,3,2.8,3.5,0
2,4,3001,1,0,2,1
2,5,3001,1,0,1.3,1
2,2,3001,1,0,1,0
2,3,3001,2,2.6,0.5,0
2,4,3001,1,0,2,1
2,5,3001,2,2.4,1.8,1
2,0,3002,1,0,8,0
2,1,3002,1,0,5.5,0
2,0,3002,2,2.5,0.8,0
2,1,3002,1,0,1.3,0
2,0,3002,1,0,2.2,0
2,1,3002,2,2.3,2,0
2,0,3002,1,0,1.6,0
2,1,3002,1,0,2.8,0
3,0,3001,1,0,0,0
3,1,3002,2,2.3,0,0
3,2,3001,2,1.5,3,0
3,3,3002,1,2.2,3,0
3,0,3002,2,2,2,0
3,1,3001,1,0,2.5,0
3,2,3002,1,0,2,0
3,3,3001,3,2.5,2.3,0
3,0,3001,1,0,2,0
3,1,3001,1,0,1,0
3,2,3001,1,0,0.5,0
3,3,3001,1,0,1,0
3,0,3001,2,2.6,0.95,0
3,1,3001,1,0,1.3,0
3,2,3002,1,0,1,0
3,3,3002,2,2.5,3,0
3,0,3002,2,2.3,1.2,0
3,1,3001,1,0,1,0
3,2,3002,1,0,0.8,0
3,3,3002,1,0,1.5,0
3,0,3001,1,0,1,0
3,1,3002,2,2.3,1.5,0
3,2,3001,2,2,0.3,0
3,3,3001,2,1.8,3,0
3,4,3010,1,0,12,1
3,5,3010,1,0,17,1
3,4,3001,1,0,3,1
3,5,3001,2,1.8,1.8,1
3,4,3001,2,2,2.2,1
3,5,3001,1,0,2,1
3,4,3010,1,0,5,1
3,5,3010,1,0,8.5,1
4,2,3015,1,0,0,0
4,0,3004,2,2.3,0,0
4,1,3004,2,2.1,0,0
4,2,3004,2,2.5,1,0
4,3,3004,2,2.6,0.8,0
4,4,3004,2,2.5,2,1
4,5,3004,2,2.2,1.8,1
4,0,3001,2,1.2,0,0
4,1,3002,1,0,0,0
4,0,3004,2,2,2.3,0
4,1,3004,2,2,2.8,0
4,0,3001,2,1.3,3,0
4,1,3002,1,0,3,0
4,0,3001,2,2.1,2,0
4,1,3002,1,0,2,0
4,0,3001,2,2,1.6,0
4,1,3002,2,1.6,1.5,0
4,2,3004,2,1.8,1.6,0
4,3,3004,2,1.5,1.3,0
4,2,3001,2,2.1,1.5,0
4,3,3002,2,1.8,1.5,0
4,2,3001,1,0,2.6,0
4,3,3002,3,2,2.6,0
4,2,3001,2,1.8,2,0
4,3,3002,3,1,2,0
4,2,3001,2,2,2,0
4,3,3002,1,0,2,0
4,0,3001,2,2.3,2.4,0
4,3,3002,1,0,2.8,0
4,4,3010,2,2.6,7,1
4,5,3010,2,2.3,5,1
4,4,3010,2,1.6,5.2,1
4,5,3004,2,1.3,1,1
4,4,3004,2,1,0.5,1
