wave,line,enemy_id,amount,spacing,delay_spawn,gate_spawn_id
0,0,3001,4,2,0,0
0,3,3001,5,2.5,2,0
0,2,3001,5,2.2,2.5,0
0,5,3001,4,0,0,0
0,1,3005,1,0,2,0
0,4,3005,1,0,3,0
1,1,3005,1,0,1,0
1,4,3005,1,0,2,0
1,0,3003,3,2,0,0
1,3,3003,2,2.1,3,0
1,5,3003,3,1.8,0,0
1,2,3003,2,1.6,2,0
1,4,3003,1,0,1.8,0
1,1,3003,1,0,2.5,0
1,0,3003,2,2.5,0.8,0
1,1,3003,3,2,1.2,0
1,2,3003,2,1.8,1,0
1,3,3003,4,2.3,0.5,0
1,4,3003,3,2,1,0
1,5,3003,4,1.5,0.6,0
1,0,3002,3,2.3,2,0
1,1,3002,2,2,0.8,0
1,2,3002,3,2.5,1.6,0
1,3,3002,3,2.5,1.4,0
1,4,3002,2,2,1,0
1,5,3002,3,2.3,2,0
2,0,3005,1,0,0,0
2,1,3005,1,0,2.3,0
2,2,3005,1,0,1.8,0
2,3,3005,1,0,0.6,0
2,4,3005,1,0,3.2,0
2,5,3005,1,0,2.7,0
2,0,3001,1,0,2,0
2,1,3001,1,0,1.5,0
2,2,3001,1,0,2.6,0
2,3,3001,1,0,1.6,0
2,4,3001,1,0,0.3,0
2,5,3001,1,0,1.5,0
2,0,3001,1,0,1,0
2,1,3001,1,0,1.2,0
2,2,3001,1,0,0.2,0
2,3,3001,1,0,0.8,0
2,4,3001,1,0,0.4,0
2,5,3001,1,0,1,0
2,1,3010,1,0,6.5,0
2,4,3010,1,0,5.2,0
3,0,3004,2,3.5,0,0
3,1,3004,1,0,3,0
3,2,3004,1,0,4,0
3,5,3004,1,0,5,0
3,4,3004,2,3,3,0
3,3,3004,1,0,2,0
3,0,3004,1,0,2.5,0
3,2,3004,2,3.2,3.3,0
3,5,3004,2,2.8,2.8,0
3,4,3004,2,2.6,3,0
3,3,3004,3,2.3,3.8,0
3,1,3004,2,3,4.3,0
3,0,3002,2,1.5,2.8,0
3,0,3004,1,0,0,0
3,1,3002,3,2,2,0
3,1,3004,1,0,1.2,0
3,2,3002,4,1.8,3,0
3,2,3004,1,0,0.5,0
3,4,3002,4,2.5,2.5,0
3,4,3004,1,0,1,0
3,3,3002,2,1.5,0.9,0
3,3,3004,1,0,2,0
3,5,3002,3,2,1.6,0
3,5,3004,1,0,1.5,0
4,0,3010,1,0,0,0
4,3,3010,1,0,6.8,0
4,1,3010,1,0,5,0
4,4,3010,1,0,14,0
4,2,3010,1,0,9,0
4,5,3010,1,0,2,0
4,0,3010,1,0,20,0
4,3,3010,1,0,25,0
4,0,3005,1,0,3,0
4,2,3005,1,0,5,0
4,3,3005,1,0,1.8,0
4,4,3005,1,0,2.5,0
4,0,3002,1,0,0.5,0
4,0,3005,1,0,2,0
4,1,3002,1,0,1,0
4,2,3002,1,0,0.8,0
4,3,3002,1,0,0.4,0
4,3,3005,1,0,1,0
4,4,3002,1,0,0,0
4,5,3002,1,0,0.6,0
4,2,3002,1,0,0.2,0
4,5,3002,1,0,0.9,0
4,5,3005,1,0,1.5,0
4,0,3002,1,0,0.4,0
4,0,3005,1,0,1,0
4,1,3002,1,0,0.6,0
4,2,3005,1,0,0.3,0
4,3,3002,1,0,0.5,0
4,4,3002,1,0,1.3,0
4,5,3005,1,0,2.5,0
5,0,3001,2,3,2.3,0
5,1,3001,2,3.5,0,0
5,2,3001,2,2,1.4,0
5,3,3001,2,2.8,3.5,0
5,4,3001,2,3.2,0.8,0
5,5,3001,2,4,0,0
5,0,3001,2,2.6,0.3,0
5,1,3001,2,1.9,2,0
5,2,3001,2,2,1.3,0
5,3,3001,2,2.4,0.2,0
5,4,3001,2,1,1.6,0
5,5,3001,2,2.3,1,0
5,0,3001,2,1.8,2,0
5,1,3001,2,2.3,1,0
5,2,3001,2,2,0.8,0
5,3,3001,2,1.5,2,0
5,4,3001,2,3,0.3,0
5,5,3001,2,1.9,0.2,0
5,0,3002,1,0,2,0
5,1,3003,1,0,1,0
5,1,3004,2,2,1,0
5,2,3002,1,0,1.3,0
5,3,3003,1,0,2,0
5,3,3004,2,2,1,0
5,4,3002,1,0,3,0
5,5,3003,1,0,0.5,0
5,0,3002,1,0,1.2,0
5,1,3003,1,0,0.8,0
5,2,3002,1,0,1.6,0
5,3,3003,1,0,1,0
5,4,3002,1,0,0.5,0
5,4,3004,2,2,1,0
5,5,3003,1,0,2.1,0
5,0,3002,1,0,1.8,0
5,0,3004,2,2,1,0
5,1,3003,2,1,1,0
5,2,3002,2,1.5,0.3,0
5,3,3003,3,2,0.8,0
5,4,3002,2,1.6,1.2,0
5,5,3003,3,1.3,0.4,0
5,0,3002,2,2,1.4,0
5,0,3004,2,2,1,0
5,1,3003,4,1.8,2,0
5,2,3002,2,1,0.8,0
5,3,3003,3,1.2,0,0
5,3,3004,1,0,1,0
5,4,3002,3,1.8,1.9,0
5,3,3004,1,0,0.5,0
5,5,3003,3,2,0.7,0
5,1,3004,1,0,0.5,0
5,2,3004,1,0,1,0
5,4,3004,1,0,0,0
5,5,3004,1,0,0.3,0
6,0,3001,6,2,0,0
6,2,3001,6,2,0,0
6,3,3001,6,2,0,0
6,5,3001,6,2,0,0
6,1,3009,1,0,5,0
6,4,3009,1,0,5,0
6,0,3004,1,0,5,0
6,1,3004,1,0,10,0
6,2,3004,1,0,8,0
6,3,3004,1,0,6,0
6,4,3004,1,0,13,0
6,5,3004,1,0,6.8,0
6,0,3001,1,0,0,0
6,1,3001,1,0,0,0
6,2,3001,1,0,0,0
6,3,3001,1,0,0,0
6,4,3001,1,0,0,0
6,5,3001,1,0,0,0
6,0,3004,1,0,2,0
6,1,3004,1,0,2.5,0
6,2,3005,1,0,3,0
6,3,3004,1,0,1.8,0
6,4,3004,1,0,2,0
6,5,3004,1,0,2.6,0
6,0,3005,1,0,2,0
6,1,3004,1,0,1.5,0
6,2,3005,1,0,1.8,0
6,3,3004,1,0,1,0
6,4,3005,1,0,2.5,0
6,5,3004,1,0,2,0
6,0,3005,1,0,1.8,0
6,1,3005,1,0,0.3,0
6,2,3004,1,0,1,0
6,3,3005,1,0,0.5,0
6,4,3004,1,0,0.8,0
6,5,3005,1,0,0.5,0
