wave,line,enemy_id,amount,spacing,delay_spawn,gate_spawn_id
0,2,3001,4,2.3,0,1
0,3,3001,4,2,5,1
0,4,3001,4,2.5,3,1
0,5,3001,4,2,6,1
0,0,3003,5,2,10,0
0,1,3003,5,2,10,0
0,6,3003,5,2,16,2
0,7,3003,5,2,16,2
1,0,3001,5,2.5,0,0
1,1,3001,5,2.5,0,0
1,6,3001,5,2.5,0,2
1,7,3001,5,2.5,0,2
1,0,3002,3,2,1,0
1,1,3002,3,2,1,0
1,6,3002,3,2,1,2
1,7,3002,3,2,1,2
1,2,3013,2,4,20,1
1,3,3013,2,4,20,1
1,4,3013,2,4,20,1
1,5,3013,2,4,20,1
2,2,3009,1,0,1,1
2,5,3009,1,0,3,1
2,3,3009,1,0,2,1
2,0,3014,3,3.5,12,0
2,1,3014,3,3,5.8,0
2,6,3014,3,3.8,15,2
2,7,3014,3,3.5,10.8,2
3,2,3001,8,2.3,2,1
3,3,3001,8,2.3,2,1
3,4,3001,8,2.3,2,1
3,5,3001,8,2.3,6,1
3,2,3004,5,2.5,6,1
3,3,3004,5,2.5,6,1
3,4,3004,5,2.5,6,1
3,5,3004,5,2.5,6,1
3,0,3012,2,3,18,0
3,1,3012,1,0,20,0
3,6,3012,2,2.5,18,2
3,7,3012,1,0,22,2
4,0,3004,7,3,0,0
4,1,3004,7,3,0,0
4,6,3004,7,2.5,0,2
4,7,3004,7,2.8,0,2
4,2,3005,3,3,6,1
4,3,3005,3,3,6,1
4,4,3005,3,3,6,1
4,5,3005,3,3,6,1
4,2,3002,4,2.5,2,1
4,3,3002,4,2.5,2,1
4,4,3002,4,2.5,2,1
4,5,3002,4,2.5,2,1
5,0,3012,3,4.5,4,0
5,1,3012,3,4.6,5.8,0
5,6,3014,3,4,3,2
5,7,3014,3,4,3,2
5,1,3009,1,0,6,0
5,7,3009,1,0,12,2
5,6,3009,1,0,9,2
5,2,3001,5,2.3,0,1
5,3,3001,5,2,0,1
5,4,3001,5,2,0,1
5,5,3001,5,2.1,0,1
5,2,3004,3,2.5,3,1
5,3,3004,3,2.5,3,1
5,4,3004,3,2.5,3,1
5,5,3004,3,2.5,3,1
5,2,3005,2,3.5,2,1
5,3,3005,2,3.2,2,1
5,4,3005,2,3.6,2,1
5,5,3005,2,3.4,2,1
6,2,3001,1,0,0,1
6,3,3001,1,0,0,1
6,4,3001,1,0,0,1
6,5,3001,1,0,0,1
6,2,3002,1,0,3,1
6,3,3002,1,0,3,1
6,4,3002,1,0,3,1
6,5,3002,1,0,3,1
6,2,3001,1,0,3,1
6,3,3001,1,0,3,1
6,4,3001,1,0,3,1
6,5,3001,1,0,3,1
6,2,3002,1,0,3,1
6,3,3002,1,0,3,1
6,4,3002,1,0,3,1
6,5,3002,1,0,3,1
6,2,3001,1,0,3,1
6,3,3001,1,0,3,1
6,4,3001,1,0,3,1
6,5,3001,1,0,3,1
6,2,3002,1,0,3,1
6,3,3002,1,0,3,1
6,4,3002,1,0,3,1
6,5,3002,1,0,3,1
6,2,3001,1,0,2.5,1
6,3,3001,1,0,2.5,1
6,4,3001,1,0,2.5,1
6,5,3001,1,0,2.5,1
6,2,3002,1,0,2.5,1
6,3,3002,1,0,2.5,1
6,4,3002,1,0,2.5,1
6,5,3002,1,0,2.5,1
6,2,3001,1,0,2.5,1
6,3,3001,1,0,2.5,1
6,4,3001,1,0,2.5,1
6,5,3001,1,0,2.5,1
6,2,3002,1,0,2.5,1
6,3,3002,1,0,2.5,1
6,4,3002,1,0,2.5,1
6,5,3002,1,0,2.5,1
6,2,3001,1,0,2.5,1
6,3,3001,1,0,2.5,1
6,4,3001,1,0,2.5,1
6,5,3001,1,0,2.5,1
6,2,3002,1,0,2.5,1
6,3,3002,1,0,2.5,1
6,4,3002,1,0,2.5,1
6,5,3002,1,0,2.5,1
6,2,3014,1,0,0,1
6,3,3014,1,0,0,1
6,4,3014,1,0,0,1
6,5,3014,1,0,0,1
6,2,3001,1,0,2,1
6,3,3001,1,0,2,1
6,4,3001,1,0,2,1
6,5,3001,1,0,2,1
6,2,3002,1,0,2,1
6,3,3002,1,0,2,1
6,4,3002,1,0,2,1
6,5,3002,1,0,2,1
6,2,3001,1,0,2,1
