wave,line,enemy_id,amount,spacing,delay_spawn,gate_spawn_id
0,0,3001,1,0,0,0
0,1,3001,2,3,3,0
0,2,3001,1,0,1,0
0,5,3001,3,2.5,0,2
0,6,3001,1,0,4,2
0,3,3001,1,0,8,1
0,4,3001,1,0,5,1
0,0,3001,1,0,6,0
0,1,3001,4,3.2,7,0
0,2,3001,2,2.2,5.3,0
0,7,3001,1,0,8,2
0,6,3001,1,0,4,2
0,3,3001,3,2.8,9.5,1
0,4,3001,1,0,6,1
0,2,3001,2,2,8.5,0
0,1,3001,1,0,4,0
0,5,3001,1,0,5.3,2
0,7,3001,1,0,5,2
0,2,3001,1,0,2.8,0
0,7,3001,1,0,6,2
1,0,3003,2,2.2,0,0
1,1,3003,1,0,5,0
1,2,3003,3,3.2,2,0
1,5,3005,1,0,1,2
1,6,3003,2,2.8,8.8,2
1,7,3003,1,0,4.8,2
1,3,3005,2,3.2,8,1
1,4,3005,1,0,15,1
1,6,3003,5,3.5,13,2
1,7,3003,2,2.2,6.8,2
1,5,3005,1,0,9.2,2
1,1,3003,4,3,11,0
1,2,3003,1,0,7.5,0
1,0,3005,1,0,18,0
1,3,3005,1,0,5.9,1
1,5,3003,5,3.6,15,2
1,1,3003,2,1.8,6.8,0
1,6,3005,1,0,2,2
1,4,3003,2,1.5,9.5,1
2,3,3004,1,0,0,1
2,4,3004,2,3,8,1
2,1,3006,1,0,2,0
2,6,3006,1,0,0,2
2,0,3005,1,0,9.8,0
2,1,3005,1,0,1.6,0
2,2,3005,1,0,6.5,0
2,5,3005,1,0,9,2
2,6,3005,1,0,2.3,2
2,7,3005,1,0,6,2
2,3,3004,2,2.8,10,1
2,0,3004,1,0,8,0
2,2,3004,2,2.5,15,0
2,4,3004,1,0,6,1
2,5,3004,1,0,9.2,2
2,3,3004,2,2.5,4.9,1
2,0,3011,1,0,10,0
2,1,3011,1,0,13,0
2,2,3011,1,0,5,0
2,5,3011,1,0,6,2
2,6,3011,1,0,10.8,2
2,7,3011,1,0,10.1,2
