wave,line,enemy_id,amount,spacing,delay_spawn,gate_spawn_id
0,0,3001,2,1.5,0,0
0,1,3001,2,1.5,0,0
0,2,3001,2,1.5,0,0
0,0,3002,1,0,2,0
0,1,3002,1,0,2,0
0,2,3002,1,0,2,0
0,0,3004,1,0,3,0
0,1,3004,1,0,3,0
0,2,3004,1,0,3,0
0,3,3001,2,1.5,3,1
0,4,3001,2,1.5,3,1
0,5,3001,2,1.5,3,1
0,3,3002,1,0,2,1
0,4,3002,1,0,2,1
0,5,3002,1,0,2,1
0,3,3004,1,0,3,1
0,4,3004,1,0,3,1
0,5,3004,1,0,3,1
0,6,3001,2,1.5,5,2
0,7,3001,2,1.5,5,2
0,8,3001,2,1.5,5,2
0,6,3002,1,0,2,2
0,7,3002,1,0,2,2
0,8,3002,1,0,2,2
0,6,3004,1,0,3,2
0,7,3004,1,0,3,2
0,8,3004,1,0,3,2
0,9,3001,2,1.5,7,3
0,10,3001,2,1.5,7,3
0,11,3001,2,1.5,7,3
0,9,3002,1,0,2,3
0,10,3002,1,0,2,3
0,11,3002,1,0,2,3
0,9,3004,1,0,3,3
0,10,3004,1,0,3,3
0,11,3004,1,0,3,3
1,0,3001,3,1.5,0,0
1,1,3001,3,1.5,0,0
1,2,3001,3,1.5,0,0
1,0,3004,1,0,2,0
1,1,3004,1,0,2,0
1,2,3004,1,0,2,0
1,0,3002,1,0,2,0
1,1,3002,2,1.5,2,0
1,2,3002,1,0,2,0
1,3,3001,3,1.5,3,1
1,4,3001,3,1.5,3,1
1,5,3001,3,1.5,3,1
1,3,3004,1,0,2,1
1,4,3004,1,0,2,1
1,5,3004,1,0,2,1
1,3,3002,1,0,2,1
1,4,3002,2,1.5,2,1
1,5,3002,1,0,2,1
1,6,3001,3,1.5,6,2
1,7,3001,3,1.5,6,2
1,8,3001,3,1.5,6,2
1,6,3004,1,0,2,2
1,7,3004,1,0,2,2
1,8,3004,1,0,2,2
1,6,3002,1,0,2,2
1,7,3002,2,1.5,2,2
1,8,3002,1,0,2,2
1,9,3001,3,1.5,9,3
1,10,3001,3,1.5,9,3
1,11,3001,3,1.5,9,3
1,9,3004,1,0,2,3
1,10,3004,1,0,2,3
1,11,3004,1,0,2,3
1,9,3002,1,0,2,3
1,10,3002,2,1.5,1,3
1,11,3002,1,0,2,3
2,0,3004,3,2,0,0
2,1,3004,3,2,0,0
2,2,3004,3,2,0,0
2,0,3002,1,0,2,0
