id,level,health,move_speed,attack_speed,armor,resistance,damage,detect_melee_attack,detect_range_attack,detect_block,crit_chance,crit_damage,hp_regeneration,time_trigger_regeneration,time_revive,damage_type,block_enemy,search_target,priority_target,max_exp,hero_classes
1004,1,680,2.5,0.8,13,25,16,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",0,"1,4,7"
1004,2,709,2.5,0.8,13.6,26.1,16.7,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",33,"1,4,7"
1004,3,739,2.5,0.8,14.2,27.2,17.4,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",44,"1,4,7"
1004,4,768,2.5,0.8,14.8,28.3,18.1,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",57,"1,4,7"
1004,5,797,2.5,0.8,15.4,29.4,18.8,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",76,"1,4,7"
1004,6,827,2.5,0.8,16,30.5,19.5,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",100,"1,4,7"
1004,7,856,2.5,0.8,16.6,31.6,20.2,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",132,"1,4,7"
1004,8,885,2.5,0.8,17.2,32.7,20.9,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",175,"1,4,7"
1004,9,914,2.5,0.8,17.8,33.8,21.6,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",230,"1,4,7"
1004,10,944,2.5,0.8,18.4,34.9,22.3,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",304,"1,4,7"
1004,11,973,2.5,0.8,19,36,23,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",401,"1,4,7"
1004,12,1002,2.5,0.8,19.6,37.1,23.7,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",530,"1,4,7"
1004,13,1032,2.5,0.8,20.2,38.2,24.4,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",700,"1,4,7"
1004,14,1061,2.5,0.8,20.8,39.3,25.1,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",923,"1,4,7"
1004,15,1090,2.5,0.8,21.4,40.4,25.8,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",1219,"1,4,7"
1004,16,1120,2.5,0.8,22,41.5,26.5,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",1609,"1,4,7"
1004,17,1149,2.5,0.8,22.6,42.6,27.2,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",2124,"1,4,7"
1004,18,1178,2.5,0.8,23.2,43.7,27.9,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",2803,"1,4,7"
1004,19,1207,2.5,0.8,23.8,44.8,28.6,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",3701,"1,4,7"
1004,20,1237,2.5,0.8,24.4,45.9,29.3,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",4885,"1,4,7"
1004,21,1266,2.5,0.8,25,47,30,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",6448,"1,4,7"
1004,22,1295,2.5,0.8,25.6,48.1,30.7,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",8511,"1,4,7"
1004,23,1325,2.5,0.8,26.2,49.2,31.4,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",11235,"1,4,7"
1004,24,1354,2.5,0.8,26.8,50.3,32.1,0.4,3.6,1,0,0,80,3,40,1,4,2,"3,0",14830,"1,4,7"
