wave,line,enemy_id,amount,spacing,delay_spawn,gate_spawn_id
9,8,3004,15,2,0,1
9,9,3004,15,2,0,1
9,10,3004,15,2,0,1
9,11,3004,15,2,0,1
9,0,3005,5,2,6,0
9,1,3005,5,2,6,0
9,2,3005,5,2,6,0
9,5,3005,2,2.5,10,1
9,6,3005,2,2.5,10,1
9,7,3005,2,2.5,10,1
9,12,3005,5,2,6,2
9,13,3005,5,2,6,2
9,14,3005,5,2,6,2
9,5,3006,1,0,5,1
9,6,3006,1,0,5,1
9,7,3006,1,0,5,1
9,5,3015,1,0,0,1
9,6,3015,1,0,0,1
9,7,3015,1,0,0,1
9,5,3007,1,0,3,1
9,6,3007,1,0,3,1
9,7,3007,1,0,3,1
9,5,3006,1,0,5,1
9,6,3006,1,0,5,1
9,7,3006,1,0,5,1
9,8,3018,1,0,0,1
9,11,3018,1,0,0,1
9,8,3007,1,0,3,1
9,6,3007,1,0,3,1
9,11,3007,1,0,3,1
9,0,3002,10,2,3,0
9,1,3002,10,2,3,0
9,2,3002,10,2,3,0
9,5,3003,10,2,3,1
9,6,3003,10,2,3,1
9,7,3003,10,2,3,1
9,5,3002,10,2,3,1
9,6,3002,10,2,3,1
9,7,3002,10,2,3,1
9,12,3003,10,2,3,2
9,13,3003,10,2,3,2
9,14,3003,10,2,3,2
10,0,3001,1,0,0,0
10,1,3001,1,0,0,0
10,2,3001,1,0,0,0
10,0,3002,1,0,0,0
10,1,3002,1,0,0,0
10,2,3002,1,0,0,0
10,12,3001,1,0,0,2
10,13,3001,1,0,0,2
10,14,3001,1,0,0,2
10,12,3002,1,0,0,2
10,13,3002,1,0,0,2
10,14,3002,1,0,0,2
10,0,3001,1,0,2,0
10,1,3001,1,0,2,0
10,2,3001,1,0,2,0
10,0,3002,1,0,2,0
10,1,3002,1,0,2,0
10,2,3002,1,0,2,0
10,12,3001,1,0,2,2
10,13,3001,1,0,2,2
10,14,3001,1,0,2,2
10,12,3002,1,0,2,2
10,13,3002,1,0,2,2
10,14,3002,1,0,2,2
10,0,3001,1,0,2,0
10,1,3001,1,0,2,0
10,2,3001,1,0,2,0
10,0,3002,1,0,2,0
10,1,3002,1,0,2,0
10,2,3002,1,0,2,0
10,12,3001,1,0,2,2
10,13,3001,1,0,2,2
10,14,3001,1,0,2,2
10,12,3002,1,0,2,2
10,13,3002,1,0,2,2
10,14,3002,1,0,2,2
10,0,3001,1,0,2,0
10,1,3001,1,0,2,0
10,2,3001,1,0,2,0
10,0,3002,1,0,2,0
10,1,3002,1,0,2,0
10,2,3002,1,0,2,0
10,12,3001,1,0,2,2
10,13,3001,1,0,2,2
10,14,3001,1,0,2,2
10,12,3002,1,0,2,2
10,13,3002,1,0,2,2
10,14,3002,1,0,2,2
10,0,3001,1,0,2,0
10,1,3001,1,0,2,0
10,2,3001,1,0,2,0
10,0,3002,1,0,2,0
10,1,3002,1,0,2,0
10,2,3002,1,0,2,0
10,12,3001,1,0,2,2
10,13,3001,1,0,2,2
10,14,3001,1,0,2,2
10,12,3002,1,0,2,2
10,13,3002,1,0,2,2
10,14,3002,1,0,2,2
10,0,3001,1,0,2,0
10,1,3001,1,0,2,0
10,2,3001,1,0,2,0
