wave,line,enemy_id,amount,spacing,delay_spawn,gate_spawn_id
0,0,3004,1,0,1,0
0,1,3004,1,0,0.5,0
0,2,3004,1,0,0,0
0,3,3004,1,0,0.8,0
0,0,3004,1,0,3,0
0,1,3004,1,0,2,0
0,2,3004,1,0,2.5,0
0,3,3004,1,0,1,0
0,0,3004,1,0,1.5,0
0,1,3004,1,0,2.3,0
0,2,3004,1,0,1.2,0
0,3,3005,1,0,3,0
0,4,3010,2,3,15,1
0,5,3010,2,3,19,1
1,2,3005,2,2.5,5,0
1,3,3005,1,0,3.5,0
1,2,3005,2,2.2,8,0
1,4,3011,1,0,15,1
1,5,3012,1,0,23,1
1,0,3004,5,1.3,0,0
1,1,3004,5,1.6,1,0
1,0,3004,5,1.5,1.5,0
1,1,3004,5,1.2,1.2,0
2,2,3012,2,2.3,0,0
2,3,3012,1,0,2,0
2,4,3012,2,2.5,1,1
2,5,3012,3,3.2,2.8,1
2,2,3012,1,0,0.5,0
2,3,3012,1,0,0.8,0
2,4,3012,1,0,1,1
2,5,3012,1,0,1.3,1
2,2,3012,1,0,0.5,0
2,3,3012,2,1.8,3,0
2,4,3012,1,0,1.6,1
2,5,3012,1,0,2,1
2,2,3012,2,2,2.6,0
2,3,3012,3,2.8,3.5,0
2,4,3012,1,0,2,1
2,5,3012,1,0,1.3,1
2,2,3012,1,0,1,0
2,3,3012,2,2.6,0.5,0
2,4,3012,1,0,2,1
2,5,3012,2,2.4,1.8,1
2,0,3011,1,0,8,0
2,1,3011,1,0,5.5,0
2,0,3011,2,2.5,0.8,0
2,1,3011,1,0,1.3,0
2,0,3011,1,0,2.2,0
2,1,3011,2,2.3,2,0
2,0,3011,1,0,1.6,0
2,1,3011,1,0,2.8,0
3,0,3005,1,0,0,0
3,1,3004,2,2.3,0,0
3,2,3004,2,1.5,3,0
3,3,3010,1,2.2,3,0
3,0,3010,2,2,2,0
3,1,3010,1,0,2.5,0
3,2,3010,1,0,2,0
3,3,3010,3,2.5,2.3,0
3,0,3010,1,0,2,0
3,1,3010,1,0,1,0
3,2,3010,1,0,0.5,0
3,3,3010,1,0,1,0
3,0,3010,2,2.6,0.95,0
3,1,3010,1,0,1.3,0
3,2,3010,1,0,1,0
3,3,3010,2,2.5,3,0
3,0,3010,2,2.3,1.2,0
3,1,3010,1,0,1,0
3,2,3010,1,0,0.8,0
3,3,3010,1,0,1.5,0
3,0,3010,1,0,1,0
3,1,3010,2,2.3,1.5,0
3,2,3010,2,2,0.3,0
3,3,3010,2,1.8,3,0
3,4,3010,1,0,12,1
3,5,3010,1,0,17,1
3,4,3010,1,0,3,1
3,5,3010,2,1.8,1.8,1
3,4,3010,2,2,2.2,1
3,5,3010,1,0,2,1
3,4,3010,1,0,5,1
3,5,3010,1,0,8.5,1
4,2,3007,1,0,0,0
4,0,3015,1,0,0,0
4,1,3015,1,0,0,0
4,2,3015,1,0,1,0
4,3,3009,2,2.6,0.8,0
4,4,3009,2,2.5,2,1
4,5,3009,2,2.2,1.8,1
4,0,3007,2,1.2,0,0
4,1,3007,1,0,0,0
4,0,3007,2,2,2.3,0
4,1,3007,2,2,2.8,0
4,0,3007,2,1.3,3,0
4,1,3007,1,0,3,0
4,0,3007,2,2.1,2,0
4,1,3007,1,0,2,0
4,0,3007,2,2,1.6,0
4,1,3007,2,1.6,1.5,0
4,2,3007,2,1.8,1.6,0
4,3,3007,2,1.5,1.3,0
4,2,3007,2,2.1,1.5,0
4,3,3005,2,1.8,1.5,0
4,2,3005,1,0,2.6,0
4,3,3005,3,2,2.6,0
4,2,3005,2,1.8,2,0
4,3,3005,3,1,2,0
4,2,3005,2,2,2,0
4,3,3005,1,0,2,0
4,0,3009,2,2.3,2.4,0
4,3,3009,1,0,2.8,0
4,4,3009,2,2.6,7,1
4,5,3009,2,2.3,5,1
4,4,3009,2,1.6,5.2,1
4,5,3009,2,1.3,1,1
4,4,3009,2,1,0.5,1
