wave,line,enemy_id,amount,spacing,delay_spawn,gate_spawn_id
0,0,3010,1,0,4,0
0,1,3010,1,0,2.3,0
0,2,3010,1,0,6,0
0,3,3010,1,0,0,0
0,4,3013,4,2,8,1
0,5,3013,4,2,8,1
1,0,3001,10,2,2.3,0
1,1,3001,10,2,0,0
1,2,3001,10,2,4.5,0
1,3,3001,10,2,6,0
1,5,3009,1,0,6,1
2,0,3014,3,3,12,0
2,1,3014,3,3,15,0
2,2,3013,6,2,8,0
2,3,3013,6,2,10,0
2,4,3010,2,3,0,1
2,5,3010,2,3,0,1
3,0,3009,1,0,4,0
3,1,3009,1,0,0,0
3,2,3009,1,0,2.5,0
3,3,3009,1,0,0.8,0
3,0,3007,1,0,3,0
3,1,3007,1,0,3,0
3,2,3007,1,0,3,0
3,3,3007,1,0,3,0
3,4,3008,2,2,8,1
3,5,3008,2,2,8,1
3,4,3007,1,0,3,1
3,5,3007,1,0,3,1
4,0,3004,1,0,0,0
4,1,3004,1,0,0,0
4,2,3004,1,0,0,0
4,3,3004,1,0,0,0
4,0,3013,1,0,0,0
4,1,3013,1,0,0,0
4,2,3013,1,0,0,0
4,3,3013,1,0,0,0
4,0,3004,1,0,3,0
4,1,3004,1,0,3,0
4,2,3004,1,0,3,0
4,3,3004,1,0,3,0
4,0,3013,1,0,0,0
4,1,3013,1,0,0,0
4,2,3013,1,0,0,0
4,3,3013,1,0,0,0
4,0,3004,1,0,3,0
4,1,3004,1,0,3,0
4,2,3004,1,0,3,0
4,3,3004,1,0,3,0
4,0,3013,1,0,0,0
4,1,3013,1,0,0,0
4,2,3013,1,0,0,0
4,3,3013,1,0,0,0
4,0,3004,1,0,3,0
4,1,3004,1,0,3,0
4,2,3004,1,0,3,0
4,3,3004,1,0,3,0
4,0,3013,1,0,0,0
4,1,3013,1,0,0,0
4,2,3013,1,0,0,0
4,3,3013,1,0,0,0
4,0,3004,1,0,3,0
4,1,3004,1,0,3,0
4,2,3004,1,0,3,0
4,3,3004,1,0,3,0
4,0,3013,1,0,0,0
4,1,3013,1,0,0,0
4,2,3013,1,0,0,0
4,3,3013,1,0,0,0
4,4,3014,6,3,9,1
4,5,3014,6,3,9,1
5,4,3008,2,3,0,1
5,5,3008,2,3,0,1
5,0,3005,1,0,6,0
5,1,3005,1,0,6,0
5,2,3005,1,0,6,0
5,3,3005,1,0,6,0
5,0,3003,1,0,2,0
5,1,3003,1,0,2,0
5,2,3003,1,0,2,0
5,3,3003,1,0,2,0
5,0,3002,1,0,2,0
5,1,3002,1,0,2,0
5,2,3002,1,0,2,0
5,3,3002,1,0,2,0
5,0,3005,1,0,2,0
5,1,3005,1,0,2,0
5,2,3005,1,0,2,0
5,3,3005,1,0,2,0
5,0,3003,1,0,2,0
5,1,3003,1,0,2,0
5,2,3003,1,0,2,0
5,3,3003,1,0,2,0
5,0,3002,1,0,2,0
5,1,3002,1,0,2,0
5,2,3002,1,0,2,0
5,3,3002,1,0,2,0
5,0,3005,1,0,2,0
5,1,3005,1,0,2,0
5,2,3005,1,0,2,0
5,3,3005,1,0,2,0
5,0,3003,1,0,2,0
5,1,3003,1,0,2,0
5,2,3003,1,0,2,0
5,3,3003,1,0,2,0
5,0,3002,1,0,2,0
5,1,3002,1,0,2,0
5,2,3002,1,0,2,0
5,3,3002,1,0,2,0
5,0,3005,1,0,2,0
5,1,3005,1,0,2,0
5,2,3005,1,0,2,0
5,3,3005,1,0,2,0
5,0,3003,1,0,2,0
5,1,3003,1,0,2,0
5,2,3003,1,0,2,0
5,3,3003,1,0,2,0
5,0,3002,1,0,2,0
5,1,3002,1,0,2,0
5,2,3002,1,0,2,0
5,3,3002,1,0,2,0
6,4,3010,4,1,0,1
6,5,3010,4,1,0,1
6,0,3005,1,0,8,0
6,1,3005,1,0,8,0
6,2,3005,1,0,8,0
6,3,3005,1,0,8,0
6,0,3014,1,0,0,0
6,1,3014,1,0,0,0
6,2,3014,1,0,0,0
6,3,3014,1,0,0,0
6,0,3005,1,0,2,0
6,1,3005,1,0,2,0
6,2,3005,1,0,2,0
6,3,3005,1,0,2,0
6,0,3014,1,0,0,0
6,1,3014,1,0,0,0
6,2,3014,1,0,0,0
6,3,3014,1,0,0,0
6,0,3005,1,0,2,0
6,1,3005,1,0,2,0
6,2,3005,1,0,2,0
6,3,3005,1,0,2,0
6,0,3014,1,0,0,0
6,1,3014,1,0,0,0
6,2,3014,1,0,0,0
6,3,3014,1,0,0,0
7,0,3009,1,0,0,0
7,1,3009,1,0,0,0
7,2,3009,1,0,0,0
7,3,3009,1,0,0,0
7,0,3001,1,0,8,0
7,1,3001,1,0,8,0
7,2,3001,1,0,8,0
7,3,3001,1,0,8,0
7,0,3002,1,0,2,0
7,1,3002,1,0,2,0
7,2,3002,1,0,2,0
7,3,3002,1,0,2,0
7,0,3001,1,0,2,0
7,1,3001,1,0,2,0
7,2,3001,1,0,2,0
7,3,3001,1,0,2,0
7,0,3002,1,0,2,0
7,1,3002,1,0,2,0
7,2,3002,1,0,2,0
7,3,3002,1,0,2,0
7,0,3001,1,0,2,0
7,1,3001,1,0,2,0
7,2,3001,1,0,2,0
7,3,3001,1,0,2,0
7,0,3002,1,0,2,0
7,1,3002,1,0,2,0
7,2,3002,1,0,2,0
7,3,3002,1,0,2,0
7,0,3001,1,0,2,0
7,1,3001,1,0,2,0
7,2,3001,1,0,2,0
7,3,3001,1,0,2,0
7,0,3002,1,0,2,0
7,1,3002,1,0,2,0
7,2,3002,1,0,2,0
7,3,3002,1,0,2,0
7,0,3001,1,0,2,0
7,1,3001,1,0,2,0
7,2,3001,1,0,2,0
7,3,3001,1,0,2,0
7,0,3002,1,0,2,0
7,1,3002,1,0,2,0
7,2,3002,1,0,2,0
7,3,3002,1,0,2,0
7,0,3001,1,0,2,0
7,1,3001,1,0,2,0
7,2,3001,1,0,2,0
7,3,3001,1,0,2,0
7,0,3002,1,0,2,0
7,1,3002,1,0,2,0
7,2,3002,1,0,2,0
7,3,3002,1,0,2,0
7,0,3001,1,0,1.5,0
7,1,3001,1,0,1.5,0
7,2,3001,1,0,1.5,0
7,3,3001,1,0,1.5,0
7,0,3002,1,0,1.5,0
7,1,3002,1,0,1.5,0
7,2,3002,1,0,1.5,0
7,3,3002,1,0,1.5,0
7,0,3001,1,0,1.5,0
7,1,3001,1,0,1.5,0
7,2,3001,1,0,1.5,0
7,3,3001,1,0,1.5,0
7,0,3002,1,0,1.5,0
7,1,3002,1,0,1.5,0
7,2,3002,1,0,1.5,0
7,3,3002,1,0,1.5,0
7,0,3001,1,0,1.5,0
7,1,3001,1,0,1.5,0
7,2,3001,1,0,1.5,0
7,3,3001,1,0,1.5,0
7,0,3002,1,0,1.5,0
7,1,3002,1,0,1.5,0
7,2,3002,1,0,1.5,0
7,3,3002,1,0,1.5,0
7,0,3001,1,0,1.5,0
7,1,3001,1,0,1.5,0
7,2,3001,1,0,1.5,0
7,3,3001,1,0,1.5,0
7,0,3002,1,0,1.5,0
7,1,3002,1,0,1.5,0
7,2,3002,1,0,1.5,0
7,3,3002,1,0,1.5,0
7,4,3012,6,3,12,1
7,5,3012,6,3,12,1
8,0,3005,7,3,5,0
8,1,3005,7,3,5,0
8,2,3004,9,2,0,0
8,3,3004,9,2,0,0
8,4,3010,1,0,15,1
8,5,3010,1,0,15,1
8,4,3007,1,0,3,1
8,5,3007,1,0,3,1
8,4,3010,1,0,3,1
8,5,3010,1,0,3,1
8,4,3007,1,0,3,1
8,5,3007,1,0,3,1
8,4,3010,1,0,2,1
8,5,3010,1,0,2,1
8,4,3007,1,0,2,1
8,5,3007,1,0,2,1
8,4,3010,1,0,2,1
8,5,3010,1,0,2,1
8,4,3007,1,0,2,1
8,5,3007,1,0,2,1
9,0,3009,1,0,0,0
9,1,3009,1,0,0,0
9,2,3009,1,0,0,0
9,3,3009,1,0,0,0
9,4,3010,1,0,20,1
9,5,3010,1,0,20,1
9,4,3008,1,0,5,1
9,5,3008,1,0,5,1
9,4,3010,1,0,5,1
9,5,3010,1,0,5,1
9,0,3001,6,2,3,0
9,1,3001,6,2,3,0
9,2,3001,6,2,3,0
9,3,3001,6,2,3,0
9,2,3015,1,0,0,0
9,0,3004,1,0,3,0
9,1,3004,1,0,3,0
9,2,3004,1,0,3,0
9,3,3004,1,0,3,0
9,0,3002,1,0,2,0
9,1,3002,1,0,2,0
9,2,3002,1,0,2,0
9,3,3002,1,0,2,0
9,0,3013,1,0,0,0
9,1,3013,1,0,0,0
9,2,3014,1,0,0,0
9,3,3014,1,0,0,0
9,0,3004,1,0,2,0
9,1,3004,1,0,2,0
9,2,3004,1,0,2,0
9,3,3004,1,0,2,0
9,0,3002,1,0,2,0
9,1,3002,1,0,2,0
9,2,3002,1,0,2,0
9,3,3002,1,0,2,0
9,0,3013,1,0,0,0
9,1,3013,1,0,0,0
9,2,3014,1,0,0,0
9,3,3014,1,0,0,0
9,0,3004,1,0,2,0
9,1,3004,1,0,2,0
9,2,3004,1,0,2,0
9,3,3004,1,0,2,0
9,0,3002,1,0,2,0
9,1,3002,1,0,2,0
9,2,3002,1,0,2,0
9,3,3002,1,0,2,0
9,0,3004,1,0,1.5,0
9,1,3004,1,0,1.5,0
9,2,3004,1,0,1.5,0
9,3,3004,1,0,1.5,0
9,0,3002,1,0,1.5,0
9,1,3002,1,0,1.5,0
9,2,3002,1,0,1.5,0
9,3,3002,1,0,1.5,0
9,0,3013,1,0,0,0
9,1,3013,1,0,0,0
9,2,3014,1,0,0,0
9,3,3014,1,0,0,0
9,0,3004,1,0,1.5,0
9,1,3004,1,0,1.5,0
9,2,3004,1,0,1.5,0
9,3,3004,1,0,1.5,0
9,0,3002,1,0,1.5,0
9,1,3002,1,0,1.5,0
9,2,3002,1,0,1.5,0
9,3,3002,1,0,1.5,0
