wave,line,enemy_id,amount,spacing,delay_spawn,gate_spawn_id
0,0,3003,5,2.3,0,0
0,1,3003,5,2,1,0
0,2,3013,2,2.3,2,0
0,3,3003,5,2.1,0.5,1
0,4,3003,5,1.8,1,1
0,5,3013,2,2,0.8,1
0,1,3013,1,0,0.5,0
0,3,3013,1,0,0,1
1,2,3004,2,2.5,0,0
1,5,3004,2,2.5,0,1
1,2,3002,3,0.8,1,0
1,5,3002,3,0.8,1.2,1
1,1,3004,1,0,5.3,0
1,0,3004,1,0,8.6,0
1,3,3004,1,0,6.5,1
1,4,3004,1,0,9,1
1,3,3001,2,1.2,2.3,1
1,1,3001,3,1.4,1.2,0
1,4,3001,2,1.2,2,1
1,0,3001,3,1.3,0.9,0
1,2,3010,1,0,6,0
1,5,3010,1,0,8,1
2,2,3005,3,3.5,2.3,0
2,5,3005,3,4,2.5,1
2,1,3001,6,2,0,0
2,0,3001,6,2,1.2,0
2,3,3001,6,1.8,0.5,1
2,4,3001,6,1.5,0.2,1
2,0,3013,3,2.8,1.5,0
2,3,3013,3,2.5,0.8,1
2,4,3013,3,3,1,1
2,1,3013,3,2.5,0.3,0
3,2,3003,15,1.4,2,0
3,5,3003,15,1.6,2,1
3,0,3004,1,0,0,0
3,3,3004,2,3,2,1
3,4,3004,3,2.8,3.5,1
3,1,3004,2,2.6,6.4,0
3,1,3004,2,2.3,3.6,0
3,0,3004,4,2.6,4,0
3,4,3004,3,2.5,1.6,1
3,3,3004,3,1.9,2.5,1
3,2,3010,1,0,8.5,0
3,5,3010,1,0,6.6,1
3,0,3013,2,2,4,0
3,1,3013,2,2.3,3,0
3,2,3013,2,3,2.8,0
3,3,3013,2,2,3.2,1
3,4,3013,2,2.4,2.5,1
3,5,3013,2,3.5,1.5,1
4,0,3005,2,3,3,0
4,1,3005,2,3.5,0,0
4,2,3005,2,2.3,2,0
4,3,3005,2,2.5,0,1
4,4,3005,2,3,2,1
4,5,3005,2,2,3,1
4,2,3009,1,0,6,0
4,5,3009,1,0,6,0
4,0,3001,5,2,3,0
4,1,3001,5,2,3,0
4,2,3001,5,2.5,3,0
4,3,3001,5,2,3,1
4,4,3001,5,2,3,1
4,5,3001,5,2.5,3,1
4,0,3013,2,2.6,3,0
4,1,3013,3,3,3,0
4,2,3013,2,2.5,3,0
4,3,3013,4,3.5,3,1
4,4,3013,2,2,3,1
4,5,3013,3,2.8,3,1
4,2,3010,1,0,4.3,0
4,5,3010,1,0,4,1
