wave,line,enemy_id,amount,spacing,delay_spawn,gate_spawn_id
0,0,3008,4,2,0,0
0,3,3008,5,2.5,2,0
0,2,3008,5,2.2,2.5,0
0,5,3008,4,0,0,0
0,1,3008,1,0,2,0
0,4,3008,1,0,3,0
1,1,3011,1,0,1,0
1,4,3011,1,0,2,0
1,0,3011,3,2,0,0
1,3,3011,2,2.1,3,0
1,5,3011,3,1.8,0,0
1,2,3011,2,1.6,2,0
1,4,3011,1,0,1.8,0
1,1,3011,1,0,2.5,0
1,0,3011,2,2.5,0.8,0
1,1,3011,3,2,1.2,0
1,2,3011,2,1.8,1,0
1,3,3011,4,2.3,0.5,0
1,4,3011,3,2,1,0
1,5,3011,4,1.5,0.6,0
1,0,3011,3,2.3,2,0
1,1,3011,2,2,0.8,0
1,2,3011,3,2.5,1.6,0
1,3,3011,3,2.5,1.4,0
1,4,3011,2,2,1,0
1,5,3011,3,2.3,2,0
2,0,3012,1,0,0,0
2,1,3012,1,0,2.3,0
2,2,3012,1,0,1.8,0
2,3,3012,1,0,0.6,0
2,4,3012,1,0,3.2,0
2,5,3012,1,0,2.7,0
2,0,3012,1,0,2,0
2,1,3012,1,0,1.5,0
2,2,3012,1,0,2.6,0
2,3,3012,1,0,1.6,0
2,4,3012,1,0,0.3,0
2,5,3012,1,0,1.5,0
2,0,3012,1,0,1,0
2,1,3012,1,0,1.2,0
2,2,3012,1,0,0.2,0
2,3,3012,1,0,0.8,0
2,4,3012,1,0,0.4,0
2,5,3012,1,0,1,0
2,1,3012,1,0,6.5,0
2,4,3012,1,0,5.2,0
3,0,3010,2,3.5,0,0
3,1,3010,1,0,3,0
3,2,3010,1,0,4,0
3,5,3010,1,0,5,0
3,4,3010,2,3,3,0
3,3,3010,1,0,2,0
3,0,3010,1,0,2.5,0
3,2,3010,2,3.2,3.3,0
3,5,3010,2,2.8,2.8,0
3,4,3010,2,2.6,3,0
3,3,3010,3,2.3,3.8,0
3,1,3010,2,3,4.3,0
3,0,3010,2,1.5,2.8,0
3,0,3010,1,0,0,0
3,1,3010,3,2,2,0
3,1,3010,1,0,1.2,0
3,2,3010,4,1.8,3,0
3,2,3010,1,0,0.5,0
3,4,3010,4,2.5,2.5,0
3,4,3010,1,0,1,0
3,3,3010,2,1.5,0.9,0
3,3,3010,1,0,2,0
3,5,3010,3,2,1.6,0
3,5,3010,1,0,1.5,0
4,0,3009,1,0,0,0
4,3,3009,1,0,6.8,0
4,1,3009,1,0,5,0
4,4,3009,1,0,14,0
4,2,3009,1,0,9,0
4,5,3009,1,0,2,0
4,0,3009,1,0,20,0
4,3,3009,1,0,25,0
4,0,3009,1,0,3,0
4,2,3009,1,0,5,0
4,3,3009,1,0,1.8,0
4,4,3009,1,0,2.5,0
4,0,3009,1,0,0.5,0
4,0,3009,1,0,2,0
4,1,3009,1,0,1,0
