wave,line,enemy_id,amount,spacing,delay_spawn,gate_spawn_id
0,2,3001,3,1,0.3,1
0,3,3001,3,1.3,0.8,1
0,4,3001,3,0.8,1,1
0,5,3001,3,1.2,0.5,1
0,2,3014,1,0,0,1
0,3,3014,1,0,9.1,1
0,4,3014,1,0,6.9,1
0,5,3014,1,0,4,1
0,3,3014,1,0,3,1
0,5,3014,1,0,10,1
0,2,3014,1,0,12.5,1
0,4,3014,1,0,6,1
0,0,3003,4,2,0,0
0,1,3003,1,0,0.5,0
0,1,3003,2,1.8,1.4,0
0,6,3003,1,0,0.9,2
0,7,3003,3,1.6,0,2
0,6,3003,3,1.3,1.5,2
1,0,3001,2,2,0,0
1,1,3001,2,2.3,1,0
1,6,3001,2,2,0.5,2
1,7,3001,2,1.8,1.2,2
1,0,3001,3,2.1,0.6,0
1,1,3001,2,1.6,0.8,0
1,6,3001,2,1.8,1,2
1,7,3001,2,2,1.6,2
1,0,3001,3,2.1,2,0
1,1,3001,4,2.3,1.8,0
1,6,3001,2,2,0.5,2
1,7,3001,4,1.9,2,2
1,0,3002,3,2,1.5,0
1,1,3002,3,2.3,0.8,0
1,6,3002,3,1.8,1,2
1,7,3002,3,2,1.2,2
1,2,3004,1,0,0.9,1
1,3,3004,1,0,2.8,1
1,4,3004,1,0,1.5,1
1,5,3004,1,0,3,1
1,2,3004,1,0,2.3,1
1,3,3004,1,0,1.3,1
1,4,3004,1,0,0.6,1
1,5,3004,1,0,1,1
1,2,3004,1,0,0.3,1
1,4,3004,1,0,1.2,1
2,2,3001,3,2.3,0,1
2,3,3001,3,2,0.3,1
2,4,3001,3,1.8,1,1
2,5,3001,3,1.5,0.5,1
2,0,3001,2,1.6,0.4,0
2,1,3001,2,2.5,1,0
2,6,3001,2,2.2,0.6,2
2,7,3001,2,2,0.3,2
2,2,3009,1,0,3,1
2,5,3009,1,0,3,1
2,3,3014,1,0,0,1
2,0,3014,1,0,5,0
2,4,3014,1,0,9,1
2,1,3014,1,0,15,0
2,2,3014,1,0,2,1
2,6,3014,1,0,8,2
2,3,3014,1,0,6.3,1
2,5,3014,1,0,4,1
2,0,3014,1,0,10,0
2,1,3014,1,0,5.3,0
2,6,3014,1,0,2.5,2
2,7,3014,1,0,18,2
2,2,3003,6,1.8,2,1
2,3,3003,6,1.6,3,1
2,4,3003,6,2,2.5,1
2,5,3003,6,1.8,2.8,1
2,0,3001,5,2,1.8,0
2,1,3001,5,2.3,2,0
2,6,3001,5,1.8,1.5,2
2,7,3001,5,2.1,0.9,2
3,0,3004,2,2.3,2,0
3,1,3001,3,3,0,0
3,6,3001,5,3.5,1.2,2
3,7,3004,2,4.5,0.5,2
3,2,3001,2,2,3.3,1
3,3,3001,3,2.8,5.3,1
3,4,3001,2,2,4,1
3,5,3004,3,3,9,1
3,0,3001,1,0,2,0
3,1,3001,1,0,1.5,0
3,6,3001,1,0,2.5,2
3,7,3001,2,2.5,1,2
3,2,3001,2,2.3,2,1
3,3,3001,1,0,1.9,1
3,4,3004,4,3.6,2.3,1
3,5,3004,3,2.5,4.5,1
3,4,3005,1,0,5,1
3,0,3001,4,3.2,1.5,0
3,3,3001,3,1.6,2.6,1
3,5,3001,3,2,0.3,1
3,1,3004,5,2.8,3,0
3,2,3001,3,1,1,1
3,7,3004,5,2.6,2,2
3,6,3012,1,0,4.5,2
3,5,3005,1,0,1.2,1
3,7,3012,2,2,2,2
3,6,3005,1,0,3,2
3,1,3012,2,1.8,5.5,0
3,2,3005,1,0,1.8,1
3,0,3012,3,1.5,3,0
4,2,3009,1,0,0,1
4,3,3009,1,0,1,1
4,4,3009,1,0,3,1
4,5,3009,1,0,2.8,1
4,2,3010,1,0,16,1
4,3,3010,1,0,13.3,1
4,4,3010,1,0,24.5,1
4,5,3010,1,0,20,1
4,2,3005,1,0,5,1
4,3,3005,1,0,3,1
4,4,3005,1,0,4,1
4,5,3005,1,0,2,1
4,0,3001,5,2.3,0,0
4,1,3001,5,2.5,1,0
4,6,3001,5,2,1.3,2
4,7,3001,5,2.2,0.5,2
4,0,3002,1,0,2,0
4,1,3002,1,0,1.5,0
4,6,3002,1,0,1.8,2
4,7,3002,1,0,2,2
4,0,3004,2,2,2,0
4,1,3004,2,2.5,2.5,0
4,6,3004,2,3,2,2
4,7,3004,2,2.1,1.8,2
4,2,3004,2,3,2.3,1
4,3,3004,2,2,2.4,1
4,4,3004,2,2.5,2,1
4,5,3004,2,2.8,1.9,1
4,0,3004,1,0,5,0
4,0,3014,1,0,1,0
4,1,3014,1,0,5,0
4,2,3014,1,0,8,1
4,3,3014,1,0,5,1
4,4,3014,1,0,6.3,1
4,5,3014,1,0,2.5,1
4,6,3014,1,0,8,2
4,7,3004,1,0,5.5,2
4,7,3014,1,0,1.8,2
4,2,3014,1,0,2.3,1
4,5,3014,1,0,2,1
5,0,3001,3,2.5,0,0
5,1,3001,3,2.8,1,0
5,2,3001,3,2,0.8,1
5,3,3001,3,2.4,1.8,1
5,4,3001,3,2,1.5,1
5,5,3001,3,1.8,1,1
5,6,3001,3,2.5,0.8,2
5,7,3001,3,2.8,0,2
5,3,3009,1,0,2,1
5,4,3009,1,0,2,1
5,2,3014,2,4,5,1
5,3,3014,1,0,8,1
5,4,3014,1,0,4.3,1
5,5,3014,2,5,6.5,1
5,0,3004,1,0,2,0
5,1,3004,1,0,2,0
5,6,3004,1,0,1,2
5,7,3004,1,0,2,2
5,0,3004,1,0,1,0
5,1,3004,1,0,0,0
5,6,3004,1,0,1,2
5,7,3004,1,0,2,2
5,0,3005,1,0,4,0
5,1,3005,1,0,3,0
